,Nz,figure,height,id,maxX,maxY,maxZ,minX,minY,minZ,oid,width,gabasynapse,glutsynapse,shaft,ConsensusNotSynapse,nofigure,edgesynapse,enface synapse,PSD positive,comments FC,comments MN
275,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1111.png,402.0,275,6517.0,7914.0,25,6047.0,7513.0,17,1111,471.0,0,TRUE,0,0,FALSE,,,1,,
276,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1113.png,370.4,276,6747.9,8014.5,18,6432.0,7645.0,11,1113,316.9,0,TRUE,0,0,FALSE,,,,,
277,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1115.png,320.0,277,7005.0,7744.0,49,6651.0,7425.0,43,1115,355.0,0,TRUE,1,0,FALSE,,,,,
278,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1117.png,318.0,278,7235.0,7488.0,50,6896.0,7171.0,46,1117,340.0,0,TRUE,0,0,FALSE,,1,0,,
279,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1119.png,306.0,279,7093.0,7750.0,24,6759.0,7445.0,19,1119,335.0,0,TRUE,0,0,FALSE,,,0.5,,"small, spino-spine some PSD IF signal in panel 3"
280,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1121.png,327.0,280,6893.0,7566.0,26,6574.0,7240.0,20,1121,320.0,0,TRUE,0,0,FALSE,,,,,
281,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1123.png,390.0,281,6451.0,7634.0,29,6046.0,7245.0,22,1123,406.0,0,TRUE,0,0,FALSE,,,,,
282,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1125.png,402.2,282,6937.7,7660.5,13,6490.6,7259.2,3,1125,448.1,0,TRUE,0,0,FALSE,,,,,
283,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1127.png,339.2,283,6793.0,7836.2,8,6357.4,7498.0,-1,1127,436.5,0,TRUE,1,0,FALSE,,,,,
284,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1129.png,330.0,284,6799.0,7380.0,41,6452.0,7051.0,36,1129,348.0,0,TRUE,0,0,FALSE,,,,,
285,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1131.png,421.0,285,7855.0,7180.0,37,7429.0,6760.0,30,1131,427.0,1,FALSE,1,0,FALSE,,,0,,
286,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1133.png,369.0,286,6409.0,7610.0,37,6040.0,7242.0,30,1133,370.0,0,TRUE,0,0,FALSE,,,,,
287,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1135.png,340.0,287,6923.0,6964.0,22,6485.0,6625.0,15,1135,439.0,0,TRUE,1,1,FALSE,,,,,
288,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1137.png,359.0,288,7779.0,7074.0,21,7438.0,6716.0,15,1137,342.0,1,FALSE,1,0,FALSE,,,,,
289,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1139.png,328.7,289,7801.6,7344.3,10,7483.6,7016.6,5,1139,319.0,0,TRUE,0,0,FALSE,,,1,,
290,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1141.png,343.0,290,8029.0,7548.0,29,7638.0,7206.0,21,1141,392.0,0,TRUE,0,0,FALSE,,,,,
291,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1143.png,339.0,291,7483.0,7386.0,42,7185.0,7048.0,37,1143,299.0,0,TRUE,0,0,FALSE,,,,,
292,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1145.png,395.0,292,7557.0,7250.0,42,7158.0,6856.0,35,1145,400.0,0,TRUE,0,0,FALSE,,,,,
293,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1147.png,294.3,293,7351.5,7288.0,19,6969.0,6994.7,13,1147,383.5,0,TRUE,0,0,FALSE,,,,,
294,12,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1149.png,428.1,294,7313.6,7467.6,15,6986.6,7040.5,3,1149,328.1,0,TRUE,0,0,FALSE,,,,,
295,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1151.png,396.0,295,7523.0,7250.0,21,7160.0,6855.0,15,1151,364.0,0,TRUE,1,0,FALSE,,,,,
296,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1153.png,393.3,296,8083.0,6984.3,22,7665.0,6592.0,13,1153,419.0,0,TRUE,1,0,FALSE,,,,,
297,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1155.png,357.7,297,7787.4,6954.5,10,7353.3,6597.8,0,1155,435.1,0,TRUE,0,0,FALSE,,,,,
298,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1157.png,323.7,298,7469.2,6773.5,16,7073.2,6450.8,7,1157,397.0,0,TRUE,0,0,FALSE,,,,,
299,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1159.png,366.4,299,7457.4,7049.9,15,7054.3,6684.5,9,1159,404.0,1,FALSE,1,0,FALSE,,,0,,
300,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1161.png,417.0,300,7595.0,7040.0,23,7192.0,6624.0,14,1161,404.0,1,FALSE,1,0,FALSE,,,,,
301,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1163.png,361.0,301,7957.0,6896.0,46,7595.0,6536.0,40,1163,363.0,0,TRUE,0,0,FALSE,,,,,
302,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1165.png,378.5,302,8002.8,6735.7,7,7644.2,6358.2,0,1165,359.6,0,TRUE,1,0,FALSE,,,1,,
303,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1167.png,356.0,303,7681.1,6736.8,6,7372.2,6381.8,1,1167,309.9,0,TRUE,0,0,FALSE,,,,,
304,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1169.png,385.0,304,7717.0,6552.0,27,7394.0,6168.0,20,1169,324.0,1,FALSE,1,0,FALSE,,,,,
305,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1171.png,335.8,305,7927.6,6480.8,51,7589.0,6146.0,46,1171,339.6,0,TRUE,0,0,FALSE,,,,,
306,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1173.png,406.0,306,7775.0,6209.0,20,7402.0,5804.0,16,1173,374.0,0,TRUE,0,1,FALSE,,,,,
307,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1175.png,371.4,307,7514.1,6375.7,8,7107.9,6005.3,2,1175,407.3,0,TRUE,0,0,FALSE,,,,,
308,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1177.png,363.5,308,7272.3,6608.4,6,6922.0,6245.9,2,1177,351.3,0,TRUE,0,0,FALSE,,,,,
309,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1179.png,399.3,309,9257.2,6466.3,14,8863.2,6068.0,6,1179,395.0,0,TRUE,1,1,FALSE,,,0,,
310,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1181.png,313.1,310,8422.6,6802.5,4,8081.6,6490.5,-1,1181,342.0,0,TRUE,1,1,FALSE,,,,,not a synapse
311,13,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1183.png,365.4,311,8591.0,6430.4,21,8097.1,6066.0,8,1183,495.0,0,TRUE,0,0,FALSE,,,,,
312,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1185.png,381.4,312,8781.0,6611.4,18,8398.2,6231.1,10,1185,383.8,0,TRUE,0,0,FALSE,,,,,
313,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1187.png,398.0,313,8431.0,6663.0,36,8116.0,6266.0,28,1187,316.0,0,TRUE,1,0,FALSE,,,,,
314,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1189.png,368.0,314,8979.0,6869.0,50,8592.0,6502.0,45,1189,388.0,0,TRUE,0,0,FALSE,,,,,
315,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1191.png,380.0,315,8599.0,6611.0,48,8218.0,6232.0,42,1191,382.0,0,TRUE,0,0,FALSE,,,,,
316,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1193.png,293.0,316,8459.0,6695.0,43,8113.0,6403.0,39,1193,347.0,0,TRUE,0,1,FALSE,,,0,,
317,12,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1195.png,417.1,317,8887.0,6387.0,51,8405.1,5970.9,39,1195,482.9,0,TRUE,0,0,FALSE,,,,,
318,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1197.png,377.0,318,8709.0,6709.0,43,8354.0,6333.0,37,1197,356.0,0,TRUE,1,0,FALSE,,,,,
319,12,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1199.png,384.0,319,8499.0,6835.0,51,7965.0,6452.0,39,1199,535.0,0,TRUE,0,0,FALSE,,,,,
320,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1201.png,361.5,320,8669.3,6802.4,9,8304.3,6441.9,5,1201,366.0,0,TRUE,0,0,FALSE,,,,,
321,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1203.png,361.5,321,8569.3,6806.3,8,8240.3,6445.9,3,1203,330.0,0,TRUE,0,0,FALSE,,,,,
322,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1205.png,317.7,322,8689.3,6722.8,16,8296.3,6406.1,10,1205,394.0,0,TRUE,0,0,FALSE,,,,,
323,11,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1207.png,376.0,323,8891.0,6847.0,27,8504.0,6472.0,16,1207,388.0,0,TRUE,0,0,FALSE,,,,,
324,3,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1209.png,319.0,324,8691.0,7541.0,21,8307.0,7223.0,18,1209,385.0,0,TRUE,0,1,FALSE,,,,,
325,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1211.png,564.0,325,9749.0,7483.0,32,9295.0,6920.0,23,1211,455.0,1,FALSE,1,0,FALSE,,,,,
326,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1213.png,329.0,326,10217.0,7276.0,45,9901.0,6948.0,39,1213,317.0,0,TRUE,0,1,FALSE,,,,,
327,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1215.png,354.0,327,8603.0,6955.0,34,8253.0,6602.0,26,1215,351.0,0,TRUE,0,0,FALSE,,,,,
328,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1217.png,302.0,328,8541.0,6987.0,28,8219.0,6686.0,24,1217,323.0,0,TRUE,0,0,FALSE,,,,,
329,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1219.png,352.3,329,8878.4,7293.3,51,8456.1,6941.9,46,1219,423.3,0,TRUE,0,0,FALSE,,,,,
330,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1221.png,401.0,330,8465.0,7227.0,43,8070.0,6827.0,35,1221,396.0,0,TRUE,0,0,FALSE,,,,,
331,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1223.png,296.0,331,8473.0,7491.0,45,8141.0,7196.0,40,1223,333.0,0,TRUE,0,0,FALSE,,,,,
332,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1225.png,370.0,332,8943.0,7523.0,49,8560.0,7154.0,44,1225,384.0,1,FALSE,0,0,FALSE,,,,,
333,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1227.png,343.0,333,8501.8,7523.0,19,8164.0,7181.0,14,1227,338.8,0,TRUE,1,0,FALSE,,,,,
334,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1229.png,514.0,334,8797.0,7107.0,25,8352.0,6594.0,19,1229,446.0,0,TRUE,1,1,FALSE,,,,,
335,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1231.png,423.0,335,8685.0,7293.0,32,8368.0,6871.0,26,1231,318.0,0,TRUE,0,0,FALSE,,,,,
336,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1233.png,429.0,336,8707.0,7199.0,45,8334.0,6771.0,37,1233,374.0,0,TRUE,0,0,FALSE,,,,,
337,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1235.png,319.0,337,8995.0,7015.0,47,8633.0,6697.0,41,1235,363.0,0,TRUE,0,0,FALSE,,,,,
338,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1237.png,356.0,338,8999.0,7253.0,48,8661.0,6898.0,42,1237,339.0,0,TRUE,0,0,FALSE,,,,,
339,11,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1239.png,577.0,339,9105.0,7243.0,23,8672.6,6667.0,12,1239,433.4,0,TRUE,1,1,FALSE,,,,,
340,11,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1241.png,453.3,340,8627.0,8253.0,51,8206.0,7800.7,40,1241,422.0,1,FALSE,1,0,FALSE,,,,,
341,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1243.png,365.0,341,8753.0,8255.0,48,8343.0,7891.0,42,1243,411.0,1,FALSE,0,0,FALSE,,,,,double check
342,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1245.png,341.0,342,8375.0,7733.0,35,8053.0,7393.0,30,1245,323.0,1,FALSE,1,0,FALSE,,,,,
343,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1247.png,317.0,343,8567.0,7639.0,25,8097.0,7323.0,15,1247,471.0,0,TRUE,0,0,FALSE,,,,,
344,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1249.png,417.2,344,8540.0,8001.6,10,8094.1,7585.4,5,1249,447.0,0,TRUE,0,0,FALSE,,,,,
345,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1251.png,341.6,345,8490.1,8065.2,15,8153.1,7724.7,8,1251,338.0,0,TRUE,1,0,FALSE,,,,,
346,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1253.png,328.0,346,8479.0,8163.0,35,8115.0,7836.0,27,1253,365.0,1,FALSE,1,0,FALSE,,,,,
347,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1255.png,350.0,347,8839.0,8093.0,34,8500.0,7744.0,29,1255,340.0,0,TRUE,0,0,FALSE,,,,,
348,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1257.png,402.0,348,8661.0,8213.0,41,8287.0,7812.0,34,1257,375.0,0,TRUE,0,0,FALSE,,,,,
349,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1259.png,335.0,349,8597.0,7991.0,51,8267.0,7657.0,44,1259,331.0,0,TRUE,0,0,FALSE,,,,,
350,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1261.png,325.0,350,8665.0,7754.0,45,8349.0,7430.0,41,1261,317.0,0,TRUE,0,1,FALSE,,,,,
351,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1263.png,306.0,351,8989.0,7702.0,47,8577.0,7397.0,40,1263,413.0,0,TRUE,0,0,FALSE,,,,,
352,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1265.png,397.0,352,8901.0,7564.0,47,8509.0,7168.0,40,1265,393.0,0,TRUE,0,0,FALSE,,,,,
353,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1267.png,381.0,353,8919.0,7954.0,40,8609.0,7574.0,34,1267,311.0,0,TRUE,0,0,FALSE,,,,,
354,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1269.png,337.0,354,8639.0,7832.0,36,8337.0,7496.0,31,1269,303.0,0,TRUE,0,0,FALSE,,,0,,"not sure...tiny,  spino-spine"
355,11,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1271.png,399.0,355,8795.0,7842.0,25,8205.0,7444.0,14,1271,591.0,0,TRUE,1,0,FALSE,,,,,
356,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1273.png,339.6,356,8499.8,7545.2,13,8136.8,7206.6,9,1273,364.0,0,TRUE,0,0,FALSE,,,,,
357,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1275.png,450.0,357,9202.0,7922.0,30,8766.0,7473.0,26,1275,437.0,0,TRUE,0,1,FALSE,,,,,
358,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1277.png,316.7,358,9703.5,6900.8,11,9410.5,6585.1,7,1277,294.0,0,TRUE,0,1,FALSE,,,,,
359,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1279.png,307.5,359,10175.0,7170.0,51,9856.6,6863.5,47,1279,319.4,0,TRUE,0,0,FALSE,,,,,
360,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1281.png,345.6,360,9279.9,7555.1,13,8924.9,7210.6,8,1281,356.0,0,TRUE,0,0,FALSE,,,,,
361,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1283.png,326.7,361,8627.8,7565.1,10,8283.8,7239.4,4,1283,345.0,0,TRUE,0,0,FALSE,,,,,
362,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1285.png,340.6,362,8711.8,7445.7,14,8344.7,7106.1,8,1285,368.0,0,TRUE,0,0,FALSE,,,,,
363,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1287.png,388.3,363,8843.8,7501.4,11,8476.8,7114.1,4,1287,368.0,0,TRUE,0,0,FALSE,,,,,
364,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1289.png,368.2,364,9106.0,5731.0,51,8549.0,5363.8,42,1289,558.0,1,FALSE,1,0,FALSE,,,,,
365,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1291.png,346.0,365,9203.0,5152.0,49,8854.0,4807.0,41,1291,350.0,0,TRUE,0,0,FALSE,,,,,
366,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1293.png,398.4,366,9040.7,5363.9,51,8684.0,4966.4,42,1293,357.7,1,FALSE,1,0,FALSE,,,,,
367,3,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1295.png,307.9,367,9457.7,5870.5,51,9149.7,5563.6,48,1295,309.1,0,TRUE,0,1,FALSE,,,0,,prob not a synapse
368,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1297.png,329.0,368,9246.0,5315.0,20,8896.0,4987.0,15,1297,351.0,0,TRUE,0,0,FALSE,,,,,
369,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1299.png,333.0,369,9715.0,5387.0,29,9403.0,5055.0,24,1299,313.0,0,TRUE,1,0,FALSE,,,,,
370,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1301.png,297.8,370,9714.4,5187.5,13,9311.4,4890.7,5,1301,404.0,0,TRUE,0,0,FALSE,,,,,
371,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1303.png,350.0,371,9895.0,5145.0,43,9561.0,4796.0,37,1303,335.0,0,TRUE,0,0,FALSE,,,,,
372,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1305.png,344.0,372,10150.0,5259.0,38,9753.0,4916.0,32,1305,398.0,0,TRUE,1,0,FALSE,,,,,
373,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1307.png,299.9,373,9962.4,5199.4,7,9626.4,4900.5,1,1307,337.0,0,TRUE,0,0,FALSE,,,,,
374,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1309.png,339.0,374,9723.0,5300.0,26,9319.0,4962.0,21,1309,405.0,0,TRUE,0,0,FALSE,,,,,
375,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1311.png,334.3,375,9571.0,5216.3,19,9201.4,4883.0,13,1311,370.6,0,TRUE,1,0,FALSE,,,,,
376,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1313.png,349.5,376,10298.5,5209.4,13,9892.4,4860.8,6,1313,407.1,0,TRUE,0,0,FALSE,,,,,
377,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1315.png,434.1,377,10248.5,5318.8,17,9835.5,4885.7,12,1315,414.1,0,TRUE,1,1,FALSE,,,,,
378,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1317.png,351.0,378,10095.0,5156.0,28,9696.0,4806.0,22,1317,400.0,0,TRUE,0,0,FALSE,,,,,
379,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1319.png,395.0,379,10133.0,5200.0,25,9688.0,4806.0,16,1319,446.0,0,TRUE,0,0,FALSE,,,,,
380,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1321.png,375.8,380,9013.0,6046.0,20,8674.8,5671.2,12,1321,339.2,0,TRUE,0,0,FALSE,,,,,
381,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1323.png,453.4,381,9374.5,5494.7,12,8929.5,5042.4,2,1323,445.9,0,TRUE,0,0,FALSE,,,,,
382,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1325.png,327.4,382,10172.9,5411.9,6,9822.9,5085.5,-1,1325,351.0,1,FALSE,0,0,FALSE,,,,,
383,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1327.png,391.0,383,9943.0,5400.0,23,9563.0,5010.0,18,1327,381.0,0,TRUE,1,0,FALSE,,,,,
384,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1329.png,363.0,384,9835.0,5384.0,35,9422.0,5022.0,28,1329,414.0,0,TRUE,1,0,FALSE,,,,,
385,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1331.png,316.7,385,9712.9,6025.8,7,9393.9,5710.0,3,1331,320.0,0,TRUE,0,1,FALSE,,,,,
386,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1333.png,338.0,386,9219.0,5649.0,37,8821.0,5312.0,32,1333,399.0,0,TRUE,1,0,FALSE,,,,,
387,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1335.png,317.0,387,9191.0,5754.0,26,8829.0,5438.0,19,1335,363.0,0,TRUE,0,0,FALSE,,,,,
388,3,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1337.png,325.0,388,9191.0,5473.0,23,8868.0,5149.0,20,1337,324.0,0,TRUE,0,0,FALSE,,,,,
389,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1339.png,303.0,389,9177.0,5429.0,25,8858.0,5127.0,21,1339,320.0,0,TRUE,0,1,FALSE,,,,,
390,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1341.png,385.0,390,9255.0,5384.0,30,8934.0,5000.0,23,1341,322.0,0,TRUE,0,0,FALSE,,,,,
391,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1343.png,340.0,391,9405.0,5597.0,31,9031.0,5258.0,26,1343,375.0,0,TRUE,0,0,FALSE,,,,,
392,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1345.png,301.0,392,9071.0,5689.0,32,8732.0,5389.0,27,1345,340.0,0,TRUE,0,0,FALSE,,,0,,"tiny, axo-spino"
393,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1347.png,404.5,393,9557.2,5661.3,4,9168.2,5257.8,-1,1347,390.1,0,TRUE,0,0,FALSE,,,,,
394,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1349.png,303.8,394,10302.9,5837.8,9,9966.9,5535.1,2,1349,337.0,0,TRUE,0,0,FALSE,,,,,
395,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1351.png,308.8,395,9816.5,5359.5,14,9474.5,5051.8,9,1351,343.0,1,FALSE,1,0,FALSE,,,,,
396,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1353.png,414.2,396,10142.7,5578.3,18,9734.7,5165.1,10,1353,409.0,0,TRUE,0,0,FALSE,,,,,
397,13,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1355.png,479.0,397,9622.0,5550.0,42,9136.0,5072.0,29,1355,487.0,1,FALSE,1,0,FALSE,,,,,
398,3,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1357.png,334.0,398,9130.5,6026.0,51,8768.0,5693.0,48,1357,363.4,0,TRUE,0,1,FALSE,1,,,,not a synapse
399,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1359.png,306.0,399,9098.0,5509.0,47,8766.0,5204.0,41,1359,333.0,0,TRUE,1,0,FALSE,,,,,
400,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1361.png,507.0,400,9423.0,5532.0,44,8976.0,5026.0,40,1361,448.0,0,TRUE,1,0,FALSE,,,1,,
401,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1363.png,353.0,401,9105.0,5600.0,51,8747.1,5248.0,46,1363,358.9,0,TRUE,1,0,FALSE,,1,0,,
402,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1365.png,338.0,402,9653.0,5854.0,41,9287.0,5517.0,37,1365,367.0,0,TRUE,0,0,FALSE,,,,,
403,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1367.png,331.0,403,9501.0,5840.0,39,9170.0,5510.0,34,1367,332.0,0,TRUE,0,0,FALSE,,,,,
404,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1369.png,338.0,404,9769.0,5746.0,30,9448.0,5409.0,25,1369,322.0,0,TRUE,1,0,FALSE,,,,,
405,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1371.png,331.0,405,9602.0,5656.0,39,9270.0,5326.0,34,1371,333.0,0,TRUE,0,0,FALSE,,,,,
406,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1373.png,367.0,406,9841.0,5898.0,36,9531.0,5532.0,30,1373,311.0,1,FALSE,1,0,FALSE,,,,,
407,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1375.png,304.0,407,9785.0,5837.0,40,9420.0,5534.0,33,1375,366.0,1,FALSE,1,0,FALSE,,,0,,Axo-spine
408,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1377.png,344.0,408,9571.0,5690.0,51,9213.0,5347.0,45,1377,359.0,1,FALSE,0,0,FALSE,,,,,
409,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1379.png,392.0,409,9491.0,5481.0,51,9172.0,5090.0,45,1379,320.0,0,TRUE,0,0,FALSE,,,,,
410,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1381.png,320.0,410,9774.0,5401.0,45,9436.0,5082.0,39,1381,339.0,0,TRUE,0,0,FALSE,,,,,
